,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
200,Mystery of the Kingdom of God,2021,N/A,26 Mar 2021,91 min,"Animation, Family",Adam Smit,"Jenny Chen, Adam Smit",Adam Smit,"Andrew is chosen by God and is called out of his mischievous childhood to partake in the kingdom of God. Andrew must go through trials, tests, and spiritual warfare, before the mystery of the kingdom of God is finally revealed to him",English,https://m.media-amazon.com/images/M/MV5BNTMyZDYxNmYtMzEyNi00ZTcxLThlMmUtOWM3OWRmZmVlMjE5XkEyXkFqcGdeQXVyMTI1NjIzMzk0._V1_SX300.jpg,N/A,2.3,"$15,750",N/A
201,Ascension,2021,N/A,15 Nov 2021,97 min,Documentary,Jessica Kingdon,N/A,N/A,"The absorbingly cinematic Ascension explores the pursuit of the ""Chinese Dream."" This observational documentary presents a contemporary vision of China that prioritizes productivity and innovation above all.",Mandarin,https://m.media-amazon.com/images/M/MV5BODY3M2Q2MzAtZDAxMS00ODdiLTkwNDQtYWQ3YzU0YmRkYmQyXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,82,7.2,"$15,671",N/A
202,How It Ends,2021,R,20 Jul 2021,82 min,Comedy,"Zoe Lister-Jones, Daryl Wein","Daryl Wein, Zoe Lister-Jones","Zoe Lister-Jones, Cailee Spaeny, Whitney Cummings","In this feel-good apocalyptic comedy, Liza (Zoe Lister-Jones) embarks on a hilarious journey through LA in hopes of making it to her last party before it all ends, running into an eclectic cast of characters along the way.",English,https://m.media-amazon.com/images/M/MV5BYTk1NWEzZjUtZTYzNi00YjM1LThlMjctM2JmZDhiYTRjOWYzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,57,5.1,N/A,N/A
203,First Date,2021,Not Rated,02 Jul 2021,103 min,"Comedy, Crime, Mystery","Manuel Crosby, Darren Knapp","Manuel Crosby, Darren Knapp","Tyson Brown, Shelby Duclos, Jesse Janzen","After being conned into buying a shady '65 Chrysler, Mike's first date plans with girl-next-door Kelsey implode as he finds himself targeted by criminals, cops, and a crazy cat lady.",English,https://m.media-amazon.com/images/M/MV5BMjQ2NzQyOTctNmJiOS00NDU5LWE4ZmEtN2M0MzI1ODUzNzk3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,52,5.3,N/A,N/A
204,The Laws of the Universe: The Age of Elohim,2021,PG,22 Oct 2021,119 min,Animation,Isamu Imakake,"Ryuho Okawa, Sayaka Okawa","Satomi Arai, Miki Itô, Kane Jungbluth-Murry","150 million years ago, various aliens were living in harmony under the God of the Earth, Elohim. But the earth is actually in danger because there was a plan to annihilate the earth by Dahar, who was from the dark side of the univers",Japanese,https://m.media-amazon.com/images/M/MV5BNmYwMTE2MDUtYWI0OS00M2QzLTg1NTUtNzAzM2QzMmRkMDIzXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,N/A,N/A,"$15,063",N/A
205,Even in Dreams,2021,PG,06 Aug 2021,120 min,Family,Savannah Ostler,Savannah Ostler,"Alison Arngrim, Eric Osmond, Adrian R'Mante","The movie stars Sam, 18, an aspiring musician that just lost her older sister Amber. During the difficult grieving process, Sam finds comfort in singing and songwriting - fulfilling the dreams that Amber would now never be able to pu",English,https://m.media-amazon.com/images/M/MV5BOTU3NDRmM2UtNjI0Ni00ZmM1LWFlMTctODg1ZmE0OTEzMTk1XkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,N/A,8.3,"$14,000",N/A
206,No Ordinary Man,2021,N/A,01 May 2021,N/A,"Short, Crime","Raheeb Ray Ahmad, Amrith Lal","Raheeb Ray Ahmad, Lucas Eisele","Thaer Al-Shayei, Lisa Gealy, Omar Ragab, Shabana Haroon",A life as a Hitman Assassin has left Hamza with limited and difficult decisions.,English,https://m.media-amazon.com/images/M/MV5BMzRlNzk0MjItNjQwMS00MTA3LWExYzctZjQ0NjZiYjZmODIwXkEyXkFqcGdeQXVyNTk0ODYyMzM@._V1_SX300.jpg,N/A,N/A,"$13,760",N/A
207,Best Sellers,2021,N/A,17 Sep 2021,102 min,"Comedy, Drama",Lina Roessler,Anthony Grieco,"Michael Caine, Aubrey Plaza, Scott Speedman","A cranky, retired author reluctantly embarks on a final book tour to help out a young publisher.",English,https://m.media-amazon.com/images/M/MV5BNzU4ZWVmNjQtYThmMy00ZDc5LWJjNDEtY2IxOWZjYTdiMjZjXkEyXkFqcGdeQXVyMjExOTQ2MTk@._V1_SX300.jpg,54,6.2,N/A,N/A
208,We Broke Up,2021,N/A,23 Apr 2021,80 min,"Comedy, Drama",Jeff Rosenberg,"Jeff Rosenberg, Laura Jacqmin","Aya Cash, William Jackson Harper, Sarah Bolger","Longtime couple Lori and Doug break up just days before Lori's little sister Bea's wedding to Jayson. In order to not disrupt the fun, they decide to pretend they're still together until the weekend is over.",English,https://m.media-amazon.com/images/M/MV5BN2ZjNmVkN2YtODZlMi00MmU1LWFmNTUtMTljMDU0YzY0YThlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,53,4.9,"$13,589",N/A
209,American Traitor: The Trial of Axis Sally,2021,R,28 May 2021,109 min,Drama,Michael Polish,"William E. Owen, Vance Owen, Darryl Hicks","Meadow Williams, Al Pacino, Carsten Norgaard",American Traitor follows the life of American woman Mildred Gillars and her lawyer who struggles to redeem her reputation.,English,https://m.media-amazon.com/images/M/MV5BZmU3YzVkNWMtZTg0Ni00Yjk3LWFhMjgtMDc3ODIxYTNlNGM2XkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SX300.jpg,25,5.6,"$13,375",N/A
210,Secret Agent Dingledorf and His Trusty Dog Splat,2021,PG,23 Jul 2021,89 min,"Comedy, Family",Billy Dickson,Bill Myers,"Zackary Arthur, Paul Johansson, Jason Dolley","Using quirky inventions from a spy backpack, young Bernie Dingledorf, his dog, and two best friends, are the only ones who can save the world by facing bullies, thwarting circus clowns and destroying Dr. Chuckles evil laugh generator",English,https://m.media-amazon.com/images/M/MV5BOTkwOTU0NTYtNjE3ZC00Mzc3LThmNTktOGMyZjJmYzhkNjliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,N/A,5.0,N/A,N/A
211,Hive,2021,N/A,26 Nov 2021,84 min,Drama,Blerta Basholli,Blerta Basholli,"Yllka Gashi, Çun Lajçi, Aurita Agushi","Fahrije's husband has been missing since the war in Kosovo. She sets up her own small business to provide for her kids, but as she fights against a patriarchal society that does not support her, she faces a crucial decision.",Albanian,https://m.media-amazon.com/images/M/MV5BNDk4ZGIzYzgtODBlOS00Y2E5LTkwMWQtZjI3ODA0OTk4YmEyXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,71,7.3,"$13,028",N/A
212,We Need to Do Something,2021,Unrated,03 Sep 2021,97 min,"Horror, Mystery",Sean King O'Grady,Max Booth III,"Sierra McCormick, Vinessa Shaw, Pat Healy","After Melissa and her family seek shelter from a storm, they become trapped. With no sign of rescue, Melissa comes to realize that she and her girlfriend Amy might have something to do with the horrors that threaten her family.",English,https://m.media-amazon.com/images/M/MV5BMmU0NThmNWEtMGQ5OC00YTJmLThlYzQtMWU0ODMzOWEzNmUzXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,48,4.5,N/A,N/A
213,Bring Your Own Brigade,2021,R,20 Aug 2021,119 min,Documentary,Lucy Walker,"Katherine Montgomery, Lucy Walker","Trina Cunningham, Mike Davis, Don Hankins",An investigation into our landscape's hidden fire stories and on-the-ground experiences of firefighters and residents struggling through deadly fires.,English,https://m.media-amazon.com/images/M/MV5BYmE2NmY3YWUtZTY2YS00ZjQxLWEyMmEtODk5ZWEwYmM2NTA5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,81,7.3,"$12,245",N/A
214,Stray,2021,N/A,13 May 2021,13 min,"Short, Drama",Niall Gavigan,Fhinn McClure,"Jamie Duffy, Bartek Jedras","Ryan, struggling with the news of his father's imminent death, embraces his own self destruction through Edinburgh's dark underbelly with his friend Kerr.",English,https://m.media-amazon.com/images/M/MV5BNDY2NjFkYzgtM2Y2NS00ZmNhLWEyOTEtNmM2ZDg4ZmFlNDQ2XkEyXkFqcGdeQXVyMTMyNDYxNTU2._V1_SX300.jpg,N/A,N/A,N/A,N/A
215,Storm Lake,2021,N/A,02 Jun 2021,85 min,Documentary,"Beth Levison, Jerry Risius",N/A,"Jill Biden, Pete Buttigieg, Julian Castro","Art Cullen and his family and colleagues at Iowa's Storm Lake Times, fight-at the local level-for the survival of their biweekly small-town newspaper",English,https://m.media-amazon.com/images/M/MV5BZTY5NWQ3MTctNGRlYy00ZDU0LWEyMDUtNmJhN2JmOGRkM2RmXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,N/A,N/A,"$10,450",N/A
216,Lorelei,2021,N/A,07 Sep 2021,12 min,"Short, Fantasy, Thriller",Lars Janssen,"Lars Janssen, Charlotte Dawn Potter","Charlotte Dawn Potter, Martin Doran, Jorge Amorim","World War I - After an intense air battle British pilot James Mannock crash lands into the Ocean only to be saved by the mysterious nymph Lorelei, or so he thinks. Pulled between two realities, in one he spends his days by the rockpo",English,https://m.media-amazon.com/images/M/MV5BZTk2YWNjODktZjNhOC00YTlkLTliMzEtYzYxODhlOTdkYzE0XkEyXkFqcGdeQXVyMjQ2NDMyMzE@._V1_SX300.jpg,N/A,N/A,N/A,N/A
217,The Year of the Everlasting Storm,2021,N/A,09 Sep 2021,115 min,Mystery,"Anthony Chen, David Lowery, Jafar Panahi","Anthony Chen, David Lowery, Jafar Panahi","Yay Yay Bobby Jones, Catherine Machovsky, Yu Zhang","Featuring seven stories from seven auteurs from around the world, the film chronicles this unprecedented moment in time, and is a true love letter to the power of cinema and its storytellers.","Persian, Chinese, English, Spanish, Thai",https://m.media-amazon.com/images/M/MV5BNDNjNzY1MTQtMjU1MC00MTkzLTllZjAtZjQxYmEzZmFhZTVjXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,72,5.8,N/A,N/A
218,"Glam, Sweat & Tears",2021,N/A,07 Jun 2021,N/A,"Documentary, Music",Jovan Radomir,N/A,"Tomas Ericsson, Eddie Eriksson, Hans Fogelberg",N/A,"English, Swedish",https://m.media-amazon.com/images/M/MV5BZjM1ZTU0ZTktZDUwZC00NDMwLWIxZDgtODYwZGY4MzM5ZDFiXkEyXkFqcGdeQXVyMjYyNTI0NQ@@._V1_SX300.jpg,N/A,6.7,"$9,176",N/A
219,Sabaya,2021,N/A,30 Jul 2021,90 min,Documentary,Hogir Hirori,Hogir Hirori,N/A,"Film follows a group into Syria's Al-Hol, a dangerous camp in the Middle East, as they risk their lives to save a women being held by ISIS as abducted sex slaves.","Kurdish, Arabic",https://m.media-amazon.com/images/M/MV5BMWQzNWYzMDktN2I0Ny00OTZiLThiZTgtNDgyMDlmZTljNzVmXkEyXkFqcGdeQXVyNTk3NjA1Njc@._V1_SX300.jpg,86,7.2,"$8,316",N/A
220,La Petite fille aux larmes de sel,2021,N/A,N/A,N/A,Short,Alannah Carrot,N/A,Olivia Devlo,"Marnie was adopted by a couple of bakers who've been using her streams of tears to salt bread. With the opening of a family butcher shop and her first period showing, she is pushed to find refuge with a pastry chef. Is it for the bes",N/A,N/A,N/A,N/A,N/A,N/A
221,All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997),2021,N/A,23 Jul 2021,89 min,Documentary,Jeremy Elkin,"Dana Brown, Jeremy Elkin","Stretch Armstrong, Peter Bici, Mike Carroll","In the late '80s and early '90s, two vibrant subcultures, skateboarding and hip hop, collided in downtown New York.",English,https://m.media-amazon.com/images/M/MV5BMTExMmExMmItYmFhZS00Y2U0LWI2ZWQtYjM0NTI5ZTQ4OGRiXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,60,7.2,N/A,N/A
222,Average Joe,2021,Not Rated,08 Jan 2021,87 min,"Action, Comedy",Mark Cantu,Mark Cantu,"Camden Toy, Jason Sedillo, Caitlin Rose Williams","When Lord Menace returns from the dead to terrorize San Antonio, the old gang must reassemble to fight evil once more. Unfortunately since their last adventure the gang has become complacent, they have families, lives, weight gain, s",English,https://m.media-amazon.com/images/M/MV5BNjg3NzRhYjgtMDkzYy00NmMzLThjZmMtMzA2N2ExZGMzNjYxXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,N/A,2.6,"$6,887",N/A
223,The Feast,2021,N/A,29 Apr 2022,93 min,"Drama, Horror, Mystery",Lee Haven Jones,Roger Williams,"Annes Elwy, Nia Roberts, Julian Lewis Jones","Filmed in Welsh, the picture follows a young woman serving privileged guests at a dinner party in a remote house in rural Wales. The assembled guests do not realize they are about to eat their last supper.",Welsh,https://m.media-amazon.com/images/M/MV5BMmI2NGU0YTktOTVkZC00YmIwLTgwZDItNDlkY2QxYzk4NTQyXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX300.jpg,68,5.4,"$5,824",N/A
224,El Planeta,2021,N/A,08 Oct 2021,79 min,Comedy,Amalia Ulman,Amalia Ulman,"Ale Ulman, Amalia Ulman, Nacho Vigalondo","Amidst the devastation of post-crisis Spain, mother and daughter bluff and grift to keep up the lifestyle they think they deserve, bonding over common tragedy and an impending eviction.",Spanish,https://m.media-amazon.com/images/M/MV5BYjVlZWM2N2UtOWMzMC00NjgzLWEzNjktNjI3NGNlZjgwNjk3XkEyXkFqcGdeQXVyOTE2NTc3MjY@._V1_SX300.jpg,76,6.5,N/A,N/A
225,Final Frequency,2021,N/A,30 Apr 2021,N/A,"Short, Mystery",Richard Baptiste,Richard Baptiste,"Emma Elliott, James Owens, Jeana Varney",N/A,English,https://m.media-amazon.com/images/M/MV5BMDE0MDhlZTMtOTI0NS00ZDQzLTkxMzUtMDBmYzQ1ZjAxYjY1XkEyXkFqcGdeQXVyMTAxNzMzMTU5._V1_SX300.jpg,N/A,N/A,"$5,497",N/A
226,The Boonies,2021,N/A,13 Apr 2021,97 min,Horror,Lance Parkin,"Lance Parkin, Matt Schultz","Daniel Johnson, James Quinn, Rick Dutrow",Campers find themselves in a fight for survival against a clan of cannibals in the Appalachian woods.,English,https://m.media-amazon.com/images/M/MV5BOGIyOWJiMGItZjlkNS00YmFmLThjOTktZDk2Y2VhYjk2NzBjXkEyXkFqcGdeQXVyODU3NzQ1Mjk@._V1_SX300.jpg,N/A,2.7,N/A,N/A
227,She Professed Herself Pupil of the Wise Man,2021–,N/A,N/A,N/A,"Animation, Adventure, Fantasy",N/A,N/A,"Brianna Roberts, Ayumu Murase, Hinata Minami",Sakimori Kagami plays a VRMMORPG called Arch Earth Online. He is a veteran player with the name and appearance similar to an elderly bearded wizard from a certain book about a ring. One day he purchases an appearance change item as a,Japanese,https://m.media-amazon.com/images/M/MV5BOGI1N2Y1OTktZjVhNC00ZjZlLTg4NDUtMGI0NWRhZjAxZDA0XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,N/A,N/A,N/A,N/A
228,Dark State,2021,N/A,19 Mar 2021,93 min,"Crime, Drama, Mystery",Tracy Lucca,Tracy Lucca,"Nicholas Baroudi, Melissa Connell, Antoni Corone",An investigative reporter must choose between helping expose the truth or accepting that the world is ruled by a global network of ruthless insiders determined to wield power over all of mankind in a coming Dark State.,English,https://m.media-amazon.com/images/M/MV5BYmQ4ZDVmMDgtNWJiZC00YzA2LTg2ZTItYTQ0ZTkxOGYxY2M5XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,N/A,3.5,"$4,382",N/A
229,"Here, After",2021,N/A,06 May 2021,N/A,Short,Kate Sakamoto,Kate Sakamoto,"Margaret Brock, Carole Miles, Soli Reid","After a devastating loss, a grieving woman looks for closure in a sign from the other side.",English,https://m.media-amazon.com/images/M/MV5BNmEwN2YxODItMDNkNS00NzRkLTljMmQtNzExNjdkODMxNTc5XkEyXkFqcGdeQXVyMTI1NTk4MTky._V1_SX300.jpg,N/A,N/A,N/A,N/A
230,Rock Paper Scissors,2021,N/A,20 Jul 2021,95 min,Comedy,"Jayme Laforest, Richard Yearwood",Jayme Laforest,"Vahe Sevani, Jeremy Dozier, Kristopher Maz",A ragtag group of teens band together to compete in the World Championship of Rock Paper Scissors.,English,https://m.media-amazon.com/images/M/MV5BZWM3ZjA0OTMtZTc3Zi00N2IwLTgxMTYtYzljY2UyZWFkN2ZjXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,N/A,4.8,"$3,050",N/A
231,Toutes les deux,2021,N/A,03 Oct 2021,90 min,"Comedy, Romance",Noël Mitrani,Noël Mitrani,"Veronika Leclerc Strickland, Mélanie Elliott, Vitali Makarov","A brilliant professor of Russian origin, sickly jealous, is convinced that his wife is cheating on him. He hires a female private detective to follow her. Soon after, the detective develops a strong attraction to her target.",French,https://m.media-amazon.com/images/M/MV5BMDIxNzBiYzEtNDdmNi00OTViLTliYTUtNWM2MDY3MDA3YjkyXkEyXkFqcGdeQXVyMTE2ODEwNDg@._V1_SX300.jpg,N/A,N/A,N/A,N/A
232,Blood Brothers: Malcolm X & Muhammad Ali,2021,PG-13,09 Sep 2021,95 min,"Documentary, Biography, History",Marcus A. Clarke,"Randy Roberts, Johnny Smith","Ilyasah Shabazz, Rahman Ali, Cornel West","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",English,https://m.media-amazon.com/images/M/MV5BNjY3NTViZmYtZDgzNi00M2MxLWEzZjctYWIwYzkxZGE1Zjg2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,69,6.8,"$2,839",N/A
233,Mayday,2021,N/A,01 Oct 2021,100 min,"Drama, Fantasy, Mystery",Karen Cinorre,Karen Cinorre,"Grace Van Patten, Mia Goth, Soko","Ana is transported to a dreamlike and dangerous land where she joins an army of girls engaged in a never-ending war. Though she finds strength in this exhilarating world, she realizes that she's not the killer they want her to be.",English,https://m.media-amazon.com/images/M/MV5BOTYyNTI2ZmUtOTAwYy00ZGQ4LTg2YTAtYmFjZjY0YzNjNDMyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,45,4.0,"$3,550",N/A
234,No Place,2021,N/A,12 Mar 2021,7 min,"Short, Mystery",Eric Maurer,Eric Maurer,N/A,"A man explores an unseen house on an empty lot. The walls, the kitchen, the bed - exist only in his mind...or perhaps only in ours.",None,N/A,N/A,N/A,"$2,238",N/A
235,Naked Singularity,2021,R,13 Aug 2021,93 min,"Comedy, Crime, Drama",Chase Palmer,"Chase Palmer, David Matthews, Sergio De La Pava","John Boyega, Olivia Cooke, Bill Skarsgård","An idealistic young New York City public defender burned out by the system, on the brink of disbarment, and seeing signs of the universe collapsing all around him decides to rob a multi-million drug deal of one of his clients.",English,https://m.media-amazon.com/images/M/MV5BNjRjZjMyMjMtODUyZC00ZjA0LTk3YzMtNGQ0NjZmMTJmNGFkXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,36,4.6,"$2,113",N/A
236,Project Space 13,2021,N/A,03 Dec 2021,N/A,Comedy,Michael M. Bilandic,N/A,"Theodore Bouloukos, Jason Grisell, Keith Poulson",Trailer 1,English,https://m.media-amazon.com/images/M/MV5BNDhjM2M1MDktOTI2Yy00ZmNkLTk4OTAtNGRhOGZhOWI1NWI4XkEyXkFqcGdeQXVyMTk1NzQ3NTE@._V1_SX300.jpg,N/A,N/A,"$1,616",N/A
237,The Village Detective: a song cycle,2021,N/A,05 Sep 2021,81 min,Documentary,Bill Morrison,Bill Morrison,Mikhail Zharov,"A Soviet film from 1969 is found in an Icelandic fisherman's net, and the filmography of its leading actor offers a portal into a history that has endured on celluloid.","English, Icelandic, Russian",https://m.media-amazon.com/images/M/MV5BODNkMzk2MGMtMWMwMC00Nzk1LTk0ZDYtZDU5YmJmMDM1ODFlXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,N/A,N/A,"$1,096",N/A
238,Below the Fold,2021,N/A,23 Nov 2021,92 min,"Drama, Mystery, Thriller",Clayton Scott,Clayton Scott,"Davis DeRock, Sarah McGuire, Jamie Addison","Without a trace, Susie Potter vanished from her home in the quiet town of Skidmore, Missouri. Ten years later two reporters uncover a harrowing new detail, which leads them on an obsessive hunt for the truth through the dark labyrint",English,https://m.media-amazon.com/images/M/MV5BM2VmNWU0YmItZjI4OC00YzAyLTgxNDUtZjk5ZGQ3OWVlNzVmXkEyXkFqcGdeQXVyMTAzMDE0ODgw._V1_SX300.jpg,N/A,4.1,$462,N/A
239,A Glitch in the Matrix,2021,Not Rated,05 Feb 2021,108 min,Documentary,Rodney Ascher,Rodney Ascher,"Nick Bostrom, Joshua Cooke, Erik Davis","Documentary filmmaker Rodney Ascher tackles the question ""are we living in a simulation?"" with testimony, philosophical evidence and scientific explanation in his quest for the answer.",English,https://m.media-amazon.com/images/M/MV5BMWRhNGY3NGQtMDAxMS00YjY2LTgzOTUtZjljZmUyYWQwMGI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,62,5.3,$880,N/A
240,Agnes,2021,N/A,10 Dec 2021,93 min,"Drama, Horror",Mickey Reece,"Mickey Reece, John Selvidge","Molly C. Quinn, Sean Gunn, Chris Sullivan","Rumors of demonic possession at a religious convent prompts a church investigation into the strange goings-on among its nuns. A disaffected priest and his neophyte are confronted with temptation, bloodshed and a crisis of faith.",English,https://m.media-amazon.com/images/M/MV5BMmVlM2I5YWUtZmM2Yy00NmUxLThhNmYtNGU1N2ZmZjA5ZjY1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX300.jpg,65,4.1,,
241,Crack House of the Dead,2021,R,18 Jun 2021,86 min,"Action, Horror",Jason Toler,Jason Toler,"Levi Bowling, Steve Crest, Marcus Hanftaler","On the dawn of a zombie outbreak an undercover drug deal goes wrong forcing the cop, the dealer, and others urban misfits to take refuge in the last safe place in the city - a Crack House.",English,https://m.media-amazon.com/images/M/MV5BZTM0MjVkNTItZjBjOS00NTJmLWI2M2QtYmEwYWQ0Mjg2NjBkXkEyXkFqcGdeQXVyMjMwODAxOTI@._V1_SX300.jpg,N/A,N/A,,
242,Operation Portugal,2021,N/A,02 Nov 2021,95 min,Comedy,Frank Cimière,N/A,"D'Jal, Sarah Perles, Pierre Azéma","Hakim, 35, a friendly neighborhood cop from Morocco, must infiltrate the Portuguese community for the purpose of an investigation. But can one become Portuguese in three days? Especially when we know that Hakim is a walking disaster ",French,https://m.media-amazon.com/images/M/MV5BYzE5NzhiNDYtYThjYS00YmNhLThlYTQtMjdjY2YxMjEyNzI4XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,N/A,4.2,,
243,Mickey Mouse Funhouse,2021–,TV-G,16 Jul 2021,N/A,"Animation, Short, Adventure",N/A,N/A,"Bret Iwan, Kaitlyn Robrock, Tony Anselmo","Follows Funny, an enchanted talking playhouse who leads Mickey Mouse and his pals on imaginative adventures.",English,https://m.media-amazon.com/images/M/MV5BNzg0ZTU4OGMtYjdjOS00M2NiLWE3ZGEtZWY0ZDE1MGVmOWQzXkEyXkFqcGdeQXVyMTE1NzQ0OTgw._V1_SX300.jpg,N/A,5.8,,
244,Descarrilados,2021,R,20 Aug 2021,98 min,Comedy,Fer García-Ruiz,David Marqués,"Julián López, Ernesto Sevilla, Arturo Valls",Three lifelong 40-year-old friends go on a huge Interrail tour to honor their recently deceased friend.,Spanish,https://m.media-amazon.com/images/M/MV5BOGQ3NDJlNzktZmNhMy00Yjk0LWFmYTYtM2M1ZDY2YWI1YmQwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,N/A,,
245,First Signal,2021,N/A,26 Apr 2021,102 min,"Drama, History, Sci-Fi",Mark Lund,Mark Lund,"Paul Noonan, Conor Timmis, Wendy Hartman",When Air Force Space Command receives a signal from an alien satellite in Earth orbit an emergency meeting with the President reveals a government conspiracy.,English,https://m.media-amazon.com/images/M/MV5BODA5ZWJjMzYtZTMxYi00NTA5LWI3NmYtMzE4NDk2M2RkNWU2XkEyXkFqcGdeQXVyOTA3MDg2MQ@@._V1_SX300.jpg,N/A,6.8,,
