title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice
Invasion U.S.A.,R,107.0,0.0,5.5,Joseph Zito,James Bruner,Chuck Norris,Action,1985,1.0,0.0,0.0
Subway,R,104.0,0.0,6.6,Luc Besson,Luc Besson,Christopher Lambert,Thriller,1985,1.0,0.0,0.0
Moving Violations,PG-13,90.0,0.0,5.7,Neal Israel,Neal Israel,John Murray,Comedy,1985,1.0,0.0,0.0
Nomads,R,91.0,0.0,5.3,John McTiernan,John McTiernan,Lesley-Anne Down,Horror,1986,1.0,0.0,0.0
Code of Silence,R,101.0,0.0,6.1,Andrew Davis,Michael Butler,Chuck Norris,Action,1985,1.0,0.0,0.0
Crimewave,PG-13,83.0,0.0,5.7,Sam Raimi,Ethan Coen,Louise Lasser,Comedy,1986,1.0,0.0,0.0
The Slugger's Wife,PG-13,105.0,0.0,4.5,Hal Ashby,Neil Simon,Michael O'Keefe,Comedy,1985,1.0,0.0,0.0
Avenging Angel,R,93.0,0.0,4.8,Robert Vincent O'Neil,Robert Vincent O'Neil,Betsy Russell,Action,1985,1.0,0.0,0.0
The Adventures of Mark Twain,G,86.0,0.0,7.4,Will Vinton,Susan Shadburne,James Whitmore,Animation,1985,1.0,0.0,0.0
The Bride,PG-13,118.0,0.0,5.3,Franc Roddam,Lloyd Fonvielle,Sting,Fantasy,1985,1.0,0.0,0.0
Morons from Outer Space,PG-13,90.0,0.0,4.5,Mike Hodges,Griff Rhys Jones,Mel Smith,Comedy,1985,1.0,0.0,0.0
The Official Story,Not Rated,112.0,0.0,7.8,Luis Puenzo,Aída Bortnik,Norma Aleandro,Drama,1985,1.0,0.0,0.0
Radioactive Dreams,R,98.0,0.0,5.6,Albert Pyun,Albert Pyun,John Stockwell,Action,1986,1.0,0.0,0.0
Twice in a Lifetime,R,111.0,0.0,6.5,Bud Yorkin,Colin Welland,Gene Hackman,Drama,1985,1.0,0.0,0.0
Water,PG-13,115.0,0.0,6.1,Dick Clement,Dick Clement,Michael Caine,Adventure,1986,1.0,0.0,0.0
Fever Pitch,R,96.0,0.0,4.1,Richard Brooks,Richard Brooks,Ryan O'Neal,Drama,1985,1.0,0.0,0.0
Dreamchild,PG,94.0,0.0,6.8,Gavin Millar,Dennis Potter,Coral Browne,Biography,1985,1.0,0.0,0.0
Bad Medicine,PG-13,98.0,0.0,4.6,Harvey Miller,Steven Horowitz,Steve Guttenberg,Comedy,1985,1.0,0.0,0.0
Three Men and a Cradle,PG-13,106.0,0.0,6.6,Coline Serreau,Coline Serreau,Roland Giraud,Comedy,1986,1.0,0.0,0.0
Code Name: Emerald,PG,95.0,0.0,5.9,Jonathan Sanger,Ronald Bass,Ed Harris,Action,1985,1.0,0.0,0.0
Colonel Redl,R,144.0,0.0,7.5,István Szabó,István Szabó,Klaus Maria Brandauer,Biography,1985,1.0,0.0,0.0
Wuthering Heights,Not Rated,130.0,0.0,6.5,Jacques Rivette,Pascal Bonitzer,Fabienne Babe,Drama,1985,1.0,0.0,0.0
Top Gun,PG,110.0,0.0,6.9,Tony Scott,Jim Cash,Tom Cruise,Action,1986,1.0,0.0,0.0
Stand by Me,R,89.0,0.0,8.1,Rob Reiner,Stephen King,Wil Wheaton,Adventure,1986,1.0,0.0,0.0
Labyrinth,PG,101.0,0.0,7.4,Jim Henson,Dennis Lee,David Bowie,Adventure,1986,1.0,0.0,0.0
Platoon,R,120.0,0.0,8.1,Oliver Stone,Oliver Stone,Charlie Sheen,Drama,1987,1.0,0.0,0.0
Little Shop of Horrors,PG-13,94.0,0.0,7.0,Frank Oz,Howard Ashman,Rick Moranis,Comedy,1986,1.0,0.0,0.0
The Golden Child,PG-13,94.0,0.0,6.0,Michael Ritchie,Dennis Feldman,Eddie Murphy,Action,1986,1.0,0.0,0.0
The Name of the Rose,R,130.0,0.0,7.7,Jean-Jacques Annaud,Umberto Eco,Sean Connery,Crime,1986,1.0,0.0,0.0
The Color of Money,R,119.0,0.0,7.0,Martin Scorsese,Walter Tevis,Paul Newman,Drama,1986,1.0,0.0,0.0
The Mission,PG,125.0,0.0,7.4,Roland Joffé,Robert Bolt,Robert De Niro,Adventure,1986,1.0,0.0,0.0
Working Girls,Unrated,93.0,0.0,6.6,Lizzie Borden,Lizzie Borden,Louise Smith,Drama,1987,1.0,0.0,0.0
Youngblood,R,110.0,0.0,6.2,Peter Markle,Peter Markle,Rob Lowe,Drama,1986,1.0,0.0,0.0
Iron Eagle,PG-13,117.0,0.0,5.5,Sidney J. Furie,Kevin Alyn Elders,Louis Gossett Jr.,Action,1986,1.0,0.0,0.0
From Beyond,R,85.0,0.0,6.7,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,Horror,1986,1.0,0.0,0.0
Sid and Nancy,R,112.0,0.0,7.0,Alex Cox,Alex Cox,Gary Oldman,Biography,1986,1.0,0.0,0.0
Henry: Portrait of a Serial Killer,Unrated,83.0,0.0,7.0,John McNaughton,Richard Fire,Michael Rooker,Biography,1990,1.0,0.0,0.0
SpaceCamp,PG,107.0,0.0,5.7,Harry Winer,Clifford Green,Kate Capshaw,Adventure,1986,1.0,0.0,0.0
Running Scared,R,107.0,0.0,6.5,Peter Hyams,Gary DeVore,Gregory Hines,Action,1986,1.0,0.0,0.0
Down by Law,R,107.0,0.0,7.7,Jim Jarmusch,Jim Jarmusch,Tom Waits,Comedy,1986,1.0,0.0,0.0
Poltergeist II: the Other Side,PG-13,91.0,0.0,5.7,Brian Gibson,Mark Victor,JoBeth Williams,Horror,1986,1.0,0.0,0.0
Allan Quatermain and the Lost City of Gold,PG,99.0,0.0,4.6,Gary Nelson,H. Rider Haggard,Richard Chamberlain,Action,1987,1.0,0.0,0.0
Lady Jane,PG-13,136.0,0.0,7.1,Trevor Nunn,Chris Bryant,Helena Bonham Carter,Biography,1986,1.0,0.0,0.0
F/X,R,109.0,0.0,6.7,Robert Mandel,Robert T. Megginson,Bryan Brown,Action,1986,1.0,0.0,0.0
King Kong Lives,PG-13,105.0,0.0,3.9,John Guillermin,Ronald Shusett,Brian Kerwin,Action,1986,1.0,0.0,0.0
Trick or Treat,R,98.0,0.0,5.8,Charles Martin Smith,Rhet Topham,Marc Price,Comedy,1986,1.0,0.0,0.0
True Stories,PG,89.0,0.0,7.2,David Byrne,Stephen Tobolowsky,David Byrne,Comedy,1986,1.0,0.0,0.0
Deadly Friend,R,91.0,0.0,5.6,Wes Craven,Diana Henstell,Matthew Labyorteaux,Drama,1986,1.0,0.0,0.0
Firewalker,PG,105.0,0.0,5.1,J. Lee Thompson,Robert Gosnell,Chuck Norris,Action,1986,1.0,0.0,0.0
Clockwise,PG,96.0,0.0,6.6,Christopher Morahan,Michael Frayn,John Cleese,Comedy,1986,1.0,0.0,0.0
American Anthem,PG-13,102.0,0.0,4.8,Albert Magnoli,Evan Archerd,Mitchell Gaylord,Drama,1986,1.0,0.0,0.0
Meatballs III: Summer Job,R,96.0,0.0,3.5,George Mendeluk,Janis Allen,Sally Kellerman,Comedy,1987,1.0,0.0,0.0
A Fine Mess,PG,90.0,0.0,4.7,Blake Edwards,Blake Edwards,Ted Danson,Action,1986,1.0,0.0,0.0
Ginger and Fred,PG-13,125.0,0.0,7.3,Federico Fellini,Federico Fellini,Marcello Mastroianni,Comedy,1986,1.0,0.0,0.0
Violets Are Blue...,PG-13,88.0,0.0,5.9,Jack Fisk,Naomi Foner,Sissy Spacek,Drama,1986,1.0,0.0,0.0
Parting Glances,Not Rated,90.0,0.0,7.2,Bill Sherwood,Bill Sherwood,John Bolger,Drama,1986,1.0,0.0,0.0
"'night, Mother",PG-13,96.0,0.0,7.6,Tom Moore,Marsha Norman,Sissy Spacek,Drama,1987,1.0,0.0,0.0
Blue City,R,83.0,0.0,4.4,Michelle Manning,Ross Macdonald,Judd Nelson,Action,1986,1.0,0.0,0.0
Dangerously Close,R,95.0,0.0,5.6,Albert Pyun,Scott Fields,John Stockwell,Action,1986,1.0,0.0,0.0
Nutcracker,G,89.0,0.0,7.2,Carroll Ballard,Kent Stowell,Hugh Duncan Bigney Mitchell,Family,1986,1.0,0.0,0.0
Oviri,R,90.0,0.0,6.0,Henning Carlsen,Henning Carlsen,Donald Sutherland,Biography,1986,1.0,0.0,0.0
Armed Response,R,86.0,0.0,5.0,Fred Olen Ray,T.L. Lankford,David Carradine,Action,1986,1.0,0.0,0.0
Bullies,R,90.0,0.0,5.3,Paul Lynch,John Sheppard,Jonathan Crombie,Action,1986,1.0,0.0,0.0
Native Son,PG,111.0,0.0,5.8,Jerrold Freedman,Richard Wesley,Victor Love,Drama,1986,1.0,0.0,0.0
Nobody's Fool,PG-13,107.0,0.0,5.5,Evelyn Purcell,Beth Henley,Rosanna Arquette,Comedy,1986,1.0,0.0,0.0
Full Metal Jacket,R,116.0,0.0,8.3,Stanley Kubrick,Stanley Kubrick,Matthew Modine,Drama,1987,1.0,0.0,0.0
Predator,R,107.0,0.0,7.8,John McTiernan,Jim Thomas,Arnold Schwarzenegger,Action,1987,1.0,0.0,0.0
The Untouchables,R,119.0,0.0,7.9,Brian De Palma,David Mamet,Kevin Costner,Crime,1987,1.0,0.0,0.0
Spaceballs,PG,96.0,0.0,7.1,Mel Brooks,Mel Brooks,Mel Brooks,Adventure,1987,1.0,0.0,0.0
Lethal Weapon,R,109.0,0.0,7.6,Richard Donner,Shane Black,Mel Gibson,Action,1987,1.0,0.0,0.0
Near Dark,R,94.0,0.0,7.0,Kathryn Bigelow,Kathryn Bigelow,Adrian Pasdar,Action,1988,1.0,0.0,0.0
Hellraiser,R,94.0,0.0,7.0,Clive Barker,Clive Barker,Andrew Robinson,Horror,1987,1.0,0.0,0.0
Empire of the Sun,PG,153.0,0.0,7.7,Steven Spielberg,Tom Stoppard,Christian Bale,Action,1987,1.0,0.0,0.0
The Witches of Eastwick,R,118.0,0.0,6.6,George Miller,John Updike,Jack Nicholson,Comedy,1987,1.0,0.0,0.0
Jaws: the Revenge,PG-13,89.0,0.0,3.0,Joseph Sargent,Peter Benchley,Lorraine Gary,Adventure,1987,1.0,0.0,0.0
Wall Street,R,126.0,0.0,7.4,Oliver Stone,Stanley Weiser,Charlie Sheen,Crime,1987,1.0,0.0,0.0
"Good Morning, Vietnam",R,121.0,0.0,7.3,Barry Levinson,Mitch Markowitz,Robin Williams,Biography,1988,1.0,0.0,0.0
Overboard,PG,112.0,0.0,6.9,Garry Marshall,Leslie Dixon,Goldie Hawn,Comedy,1987,1.0,0.0,0.0
La Bamba,PG-13,108.0,0.0,6.9,Luis Valdez,Luis Valdez,Lou Diamond Phillips,Biography,1987,1.0,0.0,0.0
Revenge of the Nerds II: Nerds in Paradise,PG-13,88.0,0.0,5.1,Joe Roth,Tim Metcalfe,Robert Carradine,Comedy,1987,1.0,0.0,0.0
Wings of Desire,PG-13,128.0,0.0,8.0,Wim Wenders,Wim Wenders,Bruno Ganz,Drama,1988,1.0,0.0,0.0
Maurice,R,140.0,0.0,7.7,James Ivory,E.M. Forster,James Wilby,Drama,1987,1.0,0.0,0.0
The Stepfather,R,89.0,0.0,6.8,Joseph Ruben,Carolyn Lefcourt,Terry O'Quinn,Horror,1987,1.0,0.0,0.0
*batteries not included,PG,106.0,0.0,6.7,Matthew Robbins,Mick Garris,Hume Cronyn,Comedy,1987,1.0,0.0,0.0
Throw Momma from the Train,PG-13,88.0,0.0,6.3,Danny DeVito,Stu Silver,Danny DeVito,Comedy,1987,1.0,0.0,0.0
Aria,R,90.0,0.0,5.8,Directors,Robert Altman,John Hurt,Comedy,1987,1.0,0.0,0.0
The Bedroom Window,R,112.0,0.0,6.4,Curtis Hanson,Anne Holden,Steve Guttenberg,Crime,1987,1.0,0.0,0.0
Maid to Order,PG,93.0,0.0,5.5,Amy Holden Jones,Amy Holden Jones,Ally Sheedy,Fantasy,1987,1.0,0.0,0.0
No Man's Land,R,106.0,0.0,6.1,Peter Werner,Dick Wolf,Charlie Sheen,Crime,1987,1.0,0.0,0.0
Ishtar,PG-13,107.0,0.0,4.5,Elaine May,Elaine May,Warren Beatty,Action,1987,1.0,0.0,0.0
Bagdad Cafe,PG,95.0,0.0,7.4,Percy Adlon,Eleonore Adlon,Marianne Sägebrecht,Comedy,1988,1.0,0.0,0.0
North Shore,PG,96.0,0.0,6.5,William Phelps,William Phelps,Matt Adler,Action,1987,1.0,0.0,0.0
Back to the Beach,PG,92.0,0.0,5.9,Lyndall Hobbs,James Komack,Frankie Avalon,Comedy,1987,1.0,0.0,0.0
Someone to Watch Over Me,R,106.0,0.0,6.1,Ridley Scott,Howard Franklin,Tom Berenger,Crime,1987,1.0,0.0,0.0
White Water Summer,PG,90.0,0.0,6.2,Jeff Bleckner,Manya Starr,Kevin Bacon,Adventure,1987,1.0,0.0,0.0
Best Seller,R,95.0,0.0,6.5,John Flynn,Larry Cohen,James Woods,Action,1987,1.0,0.0,0.0
A Month in the Country,PG,96.0,0.0,6.9,Pat O'Connor,Simon Gray,Colin Firth,Drama,1987,1.0,0.0,0.0
Tin Men,R,112.0,0.0,6.6,Barry Levinson,Barry Levinson,Richard Dreyfuss,Comedy,1987,1.0,0.0,0.0
Gandahar,PG,78.0,0.0,7.1,René Laloux,René Laloux,Glenn Close,Animation,1989,1.0,0.0,0.0
The House on Carroll Street,PG,101.0,0.0,6.1,Peter Yates,Walter Bernstein,Kelly McGillis,Thriller,1987,1.0,0.0,0.0
Prick Up Your Ears,R,105.0,0.0,7.3,Stephen Frears,John Lahr,Gary Oldman,Biography,1987,1.0,0.0,0.0
Slam Dance,R,92.0,0.0,5.3,Wayne Wang,Don Keith Opper,Tom Hulce,Crime,1987,1.0,0.0,0.0
The Sicilian,R,115.0,0.0,5.4,Michael Cimino,Mario Puzo,Christopher Lambert,Action,1987,1.0,0.0,0.0
Creepozoids,R,72.0,0.0,4.0,David DeCoteau,Dave Eisenstark,Linnea Quigley,Horror,1987,1.0,0.0,0.0
The Outing,R,87.0,0.0,5.1,Tom Daley,Warren Chaney,Deborah Winters,Horror,1987,1.0,0.0,0.0
Nightflyers,R,89.0,0.0,4.3,Robert Collector,George R.R. Martin,Catherine Mary Stewart,Horror,1988,1.0,0.0,0.0
Fatal Beauty,R,104.0,0.0,5.4,Tom Holland,Bill Svanoe,Whoopi Goldberg,Action,1987,1.0,0.0,0.0
Siesta,R,97.0,0.0,5.6,Mary Lambert,Patrice Chaplin,Ellen Barkin,Drama,1987,1.0,0.0,0.0
Hot Pursuit,PG-13,93.0,0.0,5.8,Steven Lisberger,Steven Lisberger,John Cusack,Comedy,1987,1.0,0.0,0.0
The Dead,PG,83.0,0.0,7.3,John Huston,James Joyce,Anjelica Huston,Drama,1987,1.0,0.0,0.0
Cross My Heart,R,90.0,0.0,5.7,Armyan Bernstein,Armyan Bernstein,Martin Short,Comedy,1987,1.0,0.0,0.0
Return to Horror High,R,95.0,0.0,4.3,Bill Froehlich,Bill Froehlich,Lori Lethin,Comedy,1987,1.0,0.0,0.0
Straight to Hell,R,86.0,0.0,5.7,Alex Cox,Alex Cox,Sy Richardson,Action,1987,1.0,0.0,0.0
Promised Land,R,102.0,0.0,5.7,Michael Hoffman,Michael Hoffman,Jason Gedrick,Drama,1988,1.0,0.0,0.0
"No Retreat, No Surrender 2",R,92.0,0.0,5.1,Corey Yuen,Maria Elena Cellino,Loren Avedon,Adventure,1989,1.0,0.0,0.0
China Girl,R,90.0,0.0,6.2,Abel Ferrara,Nicholas St. John,James Russo,Crime,1987,1.0,0.0,0.0
The Squeeze,PG-13,101.0,0.0,4.7,Roger Young,Daniel Taplitz,Michael Keaton,Action,1987,1.0,0.0,0.0
In the Mood,PG-13,98.0,0.0,6.2,Phil Alden Robinson,Robert Kosberg,Patrick Dempsey,Comedy,1987,1.0,0.0,0.0
Square Dance,PG-13,112.0,0.0,5.9,Daniel Petrie,Alan Hines,Jason Robards,Drama,1988,1.0,0.0,0.0
Disorderlies,PG,86.0,0.0,5.0,Michael Schultz,Mark Feldberg,Darren Robinson,Comedy,1987,1.0,0.0,0.0
The Kindred,R,91.0,0.0,5.6,Stephen Carpenter,Stephen Carpenter,Rod Steiger,Horror,1987,1.0,0.0,0.0
Russkies,PG,99.0,0.0,5.6,Rick Rosenthal,Sheldon Lettich,Whip Hubley,Drama,1987,1.0,0.0,0.0
From the Hip,PG,111.0,0.0,6.2,Bob Clark,Bob Clark,Judd Nelson,Comedy,1987,1.0,0.0,0.0
Million Dollar Mystery,PG,95.0,0.0,5.1,Richard Fleischer,Tim Metcalfe,Eddie Deezen,Comedy,1987,1.0,0.0,0.0
Akira,R,124.0,0.0,8.0,Katsuhiro Ôtomo,Katsuhiro Ôtomo,Mitsuo Iwata,Animation,1988,1.0,0.0,0.0
Mississippi Burning,R,128.0,0.0,7.8,Alan Parker,Chris Gerolmo,Gene Hackman,Crime,1989,1.0,0.0,0.0
Working Girl,R,113.0,0.0,6.8,Mike Nichols,Kevin Wade,Melanie Griffith,Comedy,1988,1.0,0.0,0.0
Earth Girls Are Easy,PG,100.0,0.0,5.4,Julien Temple,Julie Brown,Geena Davis,Comedy,1989,1.0,0.0,0.0
Dead Ringers,R,116.0,0.0,7.3,David Cronenberg,David Cronenberg,Jeremy Irons,Drama,1988,1.0,0.0,0.0
Elvira: Mistress of the Dark,PG-13,96.0,0.0,6.6,James Signorelli,Sam Egan,Cassandra Peterson,Comedy,1988,1.0,0.0,0.0
The Dead Pool,R,91.0,0.0,6.3,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Action,1988,1.0,0.0,0.0
Hellbound: Hellraiser II,R,97.0,0.0,6.5,Tony Randel,Peter Atkins,Doug Bradley,Horror,1988,1.0,0.0,0.0
Return of the Living Dead II,R,89.0,0.0,5.8,Ken Wiederhorn,Ken Wiederhorn,James Karen,Comedy,1988,1.0,0.0,0.0
Eight Men Out,PG,119.0,0.0,7.2,John Sayles,Eliot Asinof,John Cusack,Drama,1989,1.0,0.0,0.0
Stand and Deliver,PG,103.0,0.0,7.3,Ramón Menéndez,Ramón Menéndez,Edward James Olmos,Biography,1988,1.0,0.0,0.0
Police Academy 5: Assignment: Miami Beach,PG,90.0,0.0,4.6,Alan Myerson,Neal Israel,Bubba Smith,Comedy,1988,1.0,0.0,0.0
Johnny Be Good,R,91.0,0.0,4.6,Bud S. Smith,Steve Zacharias,Anthony Michael Hall,Comedy,1988,1.0,0.0,0.0
Short Circuit 2,PG,110.0,0.0,5.7,Kenneth Johnson,S.S. Wilson,Fisher Stevens,Comedy,1988,1.0,0.0,0.0
The Presidio,R,97.0,0.0,6.0,Peter Hyams,Larry Ferguson,Sean Connery,Action,1988,1.0,0.0,0.0
Big Business,PG,97.0,0.0,6.4,Jim Abrahams,Dori Pierson,Bette Midler,Comedy,1988,1.0,0.0,0.0
Monkey Shines,R,113.0,0.0,6.2,George A. Romero,Michael Stewart,Jason Beghe,Drama,1988,1.0,0.0,0.0
The Seventh Sign,R,97.0,0.0,5.9,Carl Schultz,Ellen Green,Demi Moore,Drama,1988,1.0,0.0,0.0
Action Jackson,R,96.0,0.0,5.4,Craig R. Baxley,Robert Reneau,Carl Weathers,Action,1988,1.0,0.0,0.0
Shoot to Kill,R,110.0,0.0,6.8,Roger Spottiswoode,Harv Zimmel,Sidney Poitier,Action,1988,1.0,0.0,0.0
Betrayed,R,127.0,0.0,6.3,Costa-Gavras,Joe Eszterhas,Debra Winger,Crime,1988,1.0,0.0,0.0
For Keeps?,PG-13,90.0,0.0,5.9,John G. Avildsen,Tim Kazurinsky,Molly Ringwald,Comedy,1988,1.0,0.0,0.0
Satisfaction,PG-13,92.0,0.0,4.9,Joan Freeman,Charles Purpura,Justine Bateman,Comedy,1988,1.0,0.0,0.0
The Milagro Beanfield War,R,117.0,0.0,6.9,Robert Redford,John Nichols,Rubén Blades,Comedy,1988,1.0,0.0,0.0
Jack's Back,R,97.0,0.0,5.9,Rowdy Herrington,Rowdy Herrington,James Spader,Crime,1988,1.0,0.0,0.0
And God Created Woman,R,100.0,0.0,4.3,Roger Vadim,R.J. Stewart,Rebecca De Mornay,Comedy,1988,1.0,0.0,0.0
Little Nikita,PG,98.0,0.0,6.0,Richard Benjamin,John Hill,Sidney Poitier,Drama,1988,1.0,0.0,0.0
Watchers,R,91.0,0.0,5.4,Jon Hess,Dean R. Koontz,Corey Haim,Action,1988,1.0,0.0,0.0
Rocket Gibraltar,PG,99.0,0.0,6.6,Daniel Petrie,Amos Poe,Burt Lancaster,Drama,1988,1.0,0.0,0.0
The Unholy,R,102.0,0.0,5.0,Camilo Vila,Philip Yordan,Ben Cross,Horror,1988,1.0,0.0,0.0
Not of This Earth,R,81.0,0.0,4.9,Jim Wynorski,R.J. Robertson,Traci Lords,Comedy,1988,1.0,0.0,0.0
A New Life,PG-13,104.0,0.0,5.8,Alan Alda,Alan Alda,Alan Alda,Comedy,1988,1.0,0.0,0.0
1969,R,95.0,0.0,5.8,Ernest Thompson,Ernest Thompson,Robert Downey Jr.,Drama,1988,1.0,0.0,0.0
Chocolat,PG-13,105.0,0.0,7.3,Claire Denis,Claire Denis,Isaach De Bankolé,Drama,1989,1.0,0.0,0.0
Another Woman,PG,81.0,0.0,7.3,Woody Allen,Woody Allen,Gena Rowlands,Drama,1988,1.0,0.0,0.0
Sunset,R,102.0,0.0,5.7,Blake Edwards,Rod Amateau,Bruce Willis,Crime,1988,1.0,0.0,0.0
Crossing Delancey,PG,97.0,0.0,6.9,Joan Micklin Silver,Susan Sandler,Amy Irving,Comedy,1988,1.0,0.0,0.0
Shakedown,R,97.0,0.0,6.0,James Glickenhaus,James Glickenhaus,Peter Weller,Action,1988,1.0,0.0,0.0
Everybody's All-American,R,127.0,0.0,6.2,Taylor Hackford,Frank Deford,Jessica Lange,Drama,1988,1.0,0.0,0.0
The Chocolate War,R,100.0,0.0,6.7,Keith Gordon,Robert Cormier,John Glover,Drama,1988,1.0,0.0,0.0
Party Line,R,91.0,0.0,4.9,William Webb,Richard Brandes,Richard Hatch,Thriller,1988,1.0,0.0,0.0
The Kiss,R,101.0,0.0,5.4,Pen Densham,Tom Ropelewski,Joanna Pacula,Drama,1988,1.0,0.0,0.0
Spellbinder,R,99.0,0.0,5.8,Janet Greek,Tracy Tormé,Tim Daly,Drama,1988,1.0,0.0,0.0
Criminal Law,R,117.0,0.0,5.7,Martin Campbell,Mark Kasdan,Gary Oldman,Crime,1989,1.0,0.0,0.0
Platoon Leader,R,97.0,0.0,5.4,Aaron Norris,Andrew Deutsch,Tony Pierce,Drama,1988,1.0,0.0,0.0
Permanent Record,PG-13,91.0,0.0,6.4,Marisa Silver,Jarre Fees,Alan Boyce,Drama,1988,1.0,0.0,0.0
Ernest Saves Christmas,PG,95.0,0.0,5.6,John R. Cherry III,Ed Turner,Jim Varney,Comedy,1988,1.0,0.0,0.0
Feds,PG-13,82.0,0.0,5.4,Daniel Goldberg,Len Blum,Rebecca De Mornay,Comedy,1988,1.0,0.0,0.0
Moon Over Parador,PG-13,103.0,0.0,6.0,Paul Mazursky,Charles G. Booth,Richard Dreyfuss,Comedy,1988,1.0,0.0,0.0
Off Limits,R,102.0,0.0,6.2,Christopher Crowe,Christopher Crowe,Willem Dafoe,Action,1988,1.0,0.0,0.0
Apartment Zero,R,124.0,0.0,7.0,Martin Donovan,Martin Donovan,Hart Bochner,Drama,1989,1.0,0.0,0.0
The Good Mother,R,103.0,0.0,5.7,Leonard Nimoy,Michael Bortman,Diane Keaton,Drama,1988,1.0,0.0,0.0
Batman,PG-13,126.0,0.0,7.5,Tim Burton,Bob Kane,Michael Keaton,Action,1989,1.0,0.0,0.0
Bill & Ted's Excellent Adventure,PG,90.0,0.0,7.0,Stephen Herek,Chris Matheson,Keanu Reeves,Adventure,1989,1.0,0.0,0.0
The Little Mermaid,G,83.0,0.0,7.6,Ron Clements,John Musker,Jodi Benson,Animation,1989,1.0,0.0,0.0
Do the Right Thing,R,120.0,0.0,8.0,Spike Lee,Spike Lee,Danny Aiello,Comedy,1989,1.0,0.0,0.0
Turner & Hooch,PG,97.0,0.0,6.2,Roger Spottiswoode,Dennis Shryack,Tom Hanks,Comedy,1989,1.0,0.0,0.0
Major League,R,107.0,0.0,7.2,David S. Ward,David S. Ward,Tom Berenger,Comedy,1989,1.0,0.0,0.0
Uncle Buck,PG,100.0,0.0,7.0,John Hughes,John Hughes,John Candy,Comedy,1989,1.0,0.0,0.0
Parenthood,PG-13,124.0,0.0,7.0,Ron Howard,Lowell Ganz,Steve Martin,Comedy,1989,1.0,0.0,0.0
Lethal Weapon 2,R,114.0,0.0,7.2,Richard Donner,Jeffrey Boam,Mel Gibson,Action,1989,1.0,0.0,0.0
My Left Foot,R,103.0,0.0,7.9,Jim Sheridan,Shane Connaughton,Daniel Day-Lewis,Biography,1990,1.0,0.0,0.0
Wild Orchid,R,105.0,0.0,4.6,Zalman King,Patricia Louisianna Knop,Mickey Rourke,Drama,1990,1.0,0.0,0.0
Leviathan,R,98.0,0.0,5.8,George P. Cosmatos,David Webb Peoples,Peter Weller,Adventure,1989,1.0,0.0,0.0
Kickboxer,R,97.0,0.0,6.5,Mark DiSalle,Mark DiSalle,Jean-Claude Van Damme,Action,1989,1.0,0.0,0.0
Driving Miss Daisy,PG,99.0,0.0,7.4,Bruce Beresford,Alfred Uhry,Morgan Freeman,Drama,1990,1.0,0.0,0.0
Halloween 5: The Revenge of Michael Myers,R,96.0,0.0,5.1,Dominique Othenin-Girard,John Carpenter,Donald Pleasence,Horror,1989,1.0,0.0,0.0
DeepStar Six,R,99.0,0.0,5.4,Sean S. Cunningham,Lewis Abernathy,Greg Evigan,Action,1989,1.0,0.0,0.0
Scandal,R,106.0,0.0,6.5,Michael Caton-Jones,Michael Thomas,John Hurt,Drama,1989,1.0,0.0,0.0
The Fabulous Baker Boys,R,114.0,0.0,6.9,Steve Kloves,Steve Kloves,Jeff Bridges,Comedy,1989,1.0,0.0,0.0
Next of Kin,R,108.0,0.0,5.8,John Irvin,Michael Jenning,Patrick Swayze,Action,1989,1.0,0.0,0.0
The Fly II,R,105.0,0.0,5.1,Chris Walas,Mick Garris,Eric Stoltz,Drama,1989,1.0,0.0,0.0
Gleaming the Cube,PG-13,105.0,0.0,6.3,Graeme Clifford,Michael Tolkin,Christian Slater,Action,1989,1.0,0.0,0.0
Communion,R,107.0,0.0,5.6,Philippe Mora,Whitley Strieber,Christopher Walken,Biography,1989,1.0,0.0,0.0
Crimes and Misdemeanors,PG-13,104.0,0.0,7.9,Woody Allen,Woody Allen,Martin Landau,Comedy,1989,1.0,0.0,0.0
An Innocent Man,R,113.0,0.0,6.5,Peter Yates,Larry Brothers,Tom Selleck,Action,1989,1.0,0.0,0.0
Let It Ride,PG-13,90.0,0.0,6.8,Joe Pytka,Jay Cronley,Richard Dreyfuss,Comedy,1989,1.0,0.0,0.0
Loverboy,PG-13,98.0,0.0,6.1,Joan Micklin Silver,Robin Schiff,Patrick Dempsey,Comedy,1989,1.0,0.0,0.0
Kill Me Again,R,94.0,0.0,6.3,John Dahl,John Dahl,Val Kilmer,Action,1989,1.0,0.0,0.0
Fat Man and Little Boy,PG-13,127.0,0.0,6.5,Roland Joffé,Bruce Robinson,Paul Newman,Biography,1989,1.0,0.0,0.0
Her Alibi,PG,94.0,0.0,5.8,Bruce Beresford,Charlie Peters,Tom Selleck,Comedy,1989,1.0,0.0,0.0
The Blood of Heroes,R,90.0,0.0,6.5,David Webb Peoples,David Webb Peoples,Rutger Hauer,Action,1990,1.0,0.0,0.0
Robot Jox,PG,85.0,0.0,5.4,Stuart Gordon,Stuart Gordon,Gary Graham,Action,1990,1.0,0.0,0.0
